lei,respondent_name,respondent_city,respondent_state,type_name,respondent_rssd
5493006XEQ3W7XTQXN65,BANKING MTG SVCS BMS CORP,MIAMI,FL,Mortgage Lender,-1
549300L6D43H4DHZ8K12,QUIK FUND,TALLAHASSEE,FL,Mortgage Lender,-1
5493000IRWB5WYTD2P48,AMERICAS MTG PROFESSIONALS,FT. LAUDERDALE,FL,Mortgage Lender,-1
5493005JPZ3LXXMB0S24,FBC MTG,NORTH PALM BEACH,FL,Mortgage Lender,3915310
549300GDBIZCOI6TMO49,ANGEL OAK HOME LOANS,ATLANTA,GA,Mortgage Lender,4533645
549300ZC48GOYCGYFE82,1ST CHOICE MTG,Evans,GA,Mortgage Lender,3914096
549300SK3VKN3E1SZ562,SOUTHEAST MTG OF GEORGIA,DULUTH,GA,Mortgage Lender,3913884
549300YIQ7S7Z8PIHE53,AMERISAVE,Atlanta,GA,Mortgage Lender,3914377
2549009UITWIC4FV7F43,RESIDENTIAL ACCEPTANCE CORP,Atlanta,GA,Mortgage Lender,4320706
549300K4ZLGS7SRDTL86,EQUITY PRIME MTG,Atlanta,GA,Mortgage Lender,4184083
549300WPNSM7RIMWRQ79,AUGUSTA MTG CO,AUGUSTA,GA,Mortgage Lender,3914658
5493000BR75YQF0VQC27,HOMESTAR FIN CORP,NORCROSS,GA,Mortgage Lender,4437583
549300PFJ7GCGDLB2E65,1ST OPTION MTG,Atlanta,GA,Mortgage Lender,3914564
254900AD895KKZTSFT42,MTG ASSURANCE,Norcross,GA,Mortgage Lender,4726885
54930052808NIU3KIW97,DIRECT LENDERS,LAWRENCEVILLE,GA,Mortgage Lender,4533636
25490092DWDTDJ002J62,1ST FRANKLIN FIN CORP,Toccoa,GA,Mortgage Lender,856373
549300N1YHCNRTYZ3E91,AMER HOME MTG,Atlanta,GA,Mortgage Lender,3914069
549300LG73ZJO2VYV440,AGSOUTH FARM CREDIT ACA,Statesboro,GA,Mortgage Lender,3074196
5493007PAE4JN4B5BX31,UNITED PREMIER FUNDING,DULUTH,GA,Mortgage Lender,5019315
254900FBWEZ3YUPOBN33,LIMA ONE CAPITAL,Atlanta,GA,Mortgage Lender,-1
549300Q10M1VXBG2H889,MILEND,Alpharetta,GA,Mortgage Lender,4320694
549300NTQ8BOK9455W21,RESIDENTIAL MTG NETWORK,CORALVILLE,IA,Mortgage Lender,4183581
549300FSZH0FMQ1T8Y90,IOWA BANKERS,JOHNSTON,IA,Mortgage Lender,3871359
549300HSB39FXRFMW540,RUHL MTG,DAVENPORT,IA,Mortgage Lender,4408051
5493008PQSMR41Y70C36,1ST MTG CO,BOISE,ID,Mortgage Lender,3878068
549300OV8NE5ZPEPMF52,CELEBRITY HOME LOANS,SPRINGFIELD,IL,Mortgage Lender,4438441
549300UKYJZO6CZXIX60,UNITED HOME LOANS,CHICAGO,IL,Mortgage Lender,4878195
5493000QYMPN362T6V61,SHELTER LENDING SVCS,SPRINGFIELD,IL,Mortgage Lender,4878207
5493001PN8XJZD64S690,AMER HOME LENDING USA,EDWARDSVILLE,IL,Mortgage Lender,-1
549300WS8BW0I0BDA390,DIAMOND RESIDENTIAL,LAKE FOREST,IL,Mortgage Lender,4438423
254900D8UVDBN0LNLV64,PLATINUM HOME,Chicago,IL,Mortgage Lender,3876934
5493009KSPF2426CPQ08,CROWN MTG CO,OAK LAWN,IL,Mortgage Lender,2026611
549300W09D8JV1ANXX59,THE ANDERSON FIN GROUP,CHICAGO,IL,Mortgage Lender,4185183
549300BNF25IPYUUCT31,CHICAGO FIN SVCS,Chicago,IL,Mortgage Lender,4535416
549300PW3M6ZVFRNAH90,DW BROWN MTG CORP,EDWARDSVILLE,IL,Mortgage Lender,4878131
549300MP59Z6SRKSVR49,1ST CHOICE MH,OAK BROOK,IL,Mortgage Lender,-1
549300VJ7C5JB4W87F48,KEY MTG SVCS,Chicago,IL,Mortgage Lender,3869691
549300A5HHOL2ED18C72,AMERITRUST,CRYSTAL LAKE,IL,Mortgage Lender,3876895
254900GLWBN0BE3PD014,AMER FIN FUNDING CORP,LEMONT,IL,Mortgage Lender,3870017
549300VXVMQO81BHB241,CU FIN,HOMER GLEN,IL,Mortgage Lender,5037177
549300CN50N3250U7V79,PERFORMANCE EQUITY PARTNERS,TINLEY PARK,IL,Mortgage Lender,4184382
549300V8CF81JGIV7038,COMPASS MTG,WINFIELD,IL,Mortgage Lender,3876840
549300PTX8QF0BPQ5U19,SHELTER MTG CO,SPRINGFIELD,IL,Mortgage Lender,2571054
549300TRKZF3ZJPXJT92,PARLAY MTG & PROPERTY,ADDISON,IL,Mortgage Lender,-1
254900O723MCLR701H50,NEIGHBORHOOD LOANS,Des Plaines,IL,Mortgage Lender,5027486
5493005E0SAPZ1LKU504,MTG MASTERS OF INDIANA,Evansville,IN,Mortgage Lender,5138999
54930077D8KXQADF5Q23,GVC MTG,Pendleton,IN,Mortgage Lender,3954887
549300FMSW7QU9K8BB98,LAKE MTG CO,Merrillville,IN,Mortgage Lender,3871407
54930041L7ZI432VT094,TUCKER MTG,INDIANAPOLIS,IN,Mortgage Lender,3871386
549300HD2NONVMCRN332,HALLMARK HOME MTG,FORT WAYNE,IN,Mortgage Lender,3954869
549300GSCUJKJINRJ980,RUOFF MTG CO,Indianapolis,IN,Mortgage Lender,4183741
549300V7S0JJB4LU5J82,WINTERWOOD MTG GROUP,Greenwood,IN,Mortgage Lender,3871649
549300370QILXLFUWD20,ZILLOW HOME LOANS,TOPEKA,KS,Mortgage Lender,3850082
5493000NYUJT9UC6G261,LEADERONE FIN CORP,TOPEKA,KS,Mortgage Lender,4182771
254900PCN2EQDRMIHV68,MTG INV SVCS CORP,Shawnee,KS,Mortgage Lender,3849488
549300QR0KFPEDZPEI42,STOCKTON,FRANKFORT,KY,Mortgage Lender,4183611
5493006JISETNI0GLE61,FARM CREDIT MID-AMERICA ACA,Louisville,KY,Mortgage Lender,4531593
549300Z7FK8G2S8WGC14,MTG SUPPLIERS,WINCHESTER,KY,Mortgage Lender,4726951
549300N4V3ZDLXURNC25,RIVER VALLEY AGCREDIT ACA,Mayfield,KY,Mortgage Lender,4531584
54930008MKP7T81OVK54,FAIR WAY LENDING,LOUISVILLE,KY,Mortgage Lender,5138980
549300MZ8VZJOVC63092,KIND LENDING,LOUISVILLE,KY,Mortgage Lender,4323949
5493005G8JO0PPI0HN36,THE MTG WAREHOUSE,LOUISVILLE,KY,Mortgage Lender,4531557
549300W4KKZTLI8BPX61,MEYER,Bowling Green,KY,Mortgage Lender,3838482
5493009F6BJDCZMZ7Y26,MTG FIN SVCS,BATON ROUGE,LA,Mortgage Lender,5019360
5493002F9OWLKRICTY67,STANDARD,BATON ROUGE,LA,Mortgage Lender,3915440
254900ZKF687G440AJ92,AMERICA'S MTG RESOURCE,NEW ORLEANS,LA,Mortgage Lender,3915374
254900ZX1UPIG2E7TH11,ASSURANCE FIN GROUP,Baton Rouge,LA,Mortgage Lender,4184113
549300HTRLFU2IIL4380,UNITED BUILT HOMES,BATON ROUGE,LA,Mortgage Lender,3917499
549300DG3IV05V4C4E03,EUSTIS AND AMER MTG CO,NEW ORLEANS,LA,Mortgage Lender,3915468
254900PRB9DTJAHMMZ45,ROSS MTG CO,Westborough,MA,Mortgage Lender,3868881
5493005HTCBH4TWCVM82,MEMBERS MTG CO,WINCHESTER,MA,Mortgage Lender,3868760
5493008XQDQ2YZPQKX53,PROVE MTG ASSOCIATES,ATTLEBORO,MA,Mortgage Lender,-1
549300CHBB3GN7JFXU86,MSA MTG,WINTHROP,MA,Mortgage Lender,3868621
549300QNSC8YFY70QR51,ATLANTIC HOME LENDING,CANTON,MA,Mortgage Lender,3953013
254900A69XJBWUR7ZF46,MTG NETWORK,DANVERS,MA,Mortgage Lender,3868827
549300GCEUZLVML1J263,RADIUS FIN GROUP,NORWELL,MA,Mortgage Lender,3868582
549300JI0UWY4QIWDV89,NORTHPOINT MTG,STURBRIDGE,MA,Mortgage Lender,4533672
549300GE8KIGZVQV1223,MTG EQUITY PARTNERS,LYNNFIELD,MA,Mortgage Lender,4878485
549300GTJL0LGX444G33,DREW MTG ASSOCIATES,BOSTON,MA,Mortgage Lender,4184337
549300TB3TMP4RV5T078,NEW FED MTG CORP,DANVERS,MA,Mortgage Lender,3868863
549300PEWJWBNEOSS013,BAYSHORE MTG FUNDING,BALTIMORE,MD,Mortgage Lender,4877929
549300MCIFZSDHUT8X63,NFM,LINTHICUM,MD,Mortgage Lender,3882805
549300AT7S7TRS2KSX88,1ST FIN,MILLERSVILLE,MD,Mortgage Lender,5027208
5493002G4JO4BZ22MC13,IVY MTG,ELLICOTT CITY,MD,Mortgage Lender,-1
549300HD6DNX0QP0Z775,APEX HOME LOANS,POTOMAC,MD,Mortgage Lender,4438254
54930048P8RWCQHQM310,ARC HOME,BALTIMORE,MD,Mortgage Lender,3883080
549300I0ICF6REKHOC74,DIRECT MTG LOANS,HUNT VALLEY,MD,Mortgage Lender,-1
549300FFPMB9B7FHNR61,UNIVERSAL MTG & FINANCE,LUTHERVILLE,MD,Mortgage Lender,3883026
549300CV1BZKP1QUDZ13,MILLENNIUM FIN GROUP,MIDDLETOWN,MD,Mortgage Lender,3882690
549300LT75BG7Z054795,BAY CAPITAL,ANNAPOLIS,MD,Mortgage Lender,4877910
549300GPO6DWUZR4UY30,1ST HOME,LUTHERVILLE TIMONIUM,MD,Mortgage Lender,3882533
549300RN01LBYR8ZVX74,HOMESIDE FIN,LUTHERVILLE TIMONIUM,MD,Mortgage Lender,5027262
549300OO44FL6BHIUV48,1ST PREFERENCE MTG CORP,TOWSON,MD,Mortgage Lender,4185419
549300MFY0P4D234OB91,HOMESPIRE,BALTIMORE,MD,Mortgage Lender,4533766
549300IYR2K45YQJGV33,MIDATLANTIC FARM CREDIT ACA,Westminster,MD,Mortgage Lender,2970509
549300H89M6KDLFKMQ19,CUSO,PORTLAND,ME,Mortgage Lender,3868715
549300IGSWBIHAL67063,RESIDENTIAL MTG SVCS,AUGUSTA,ME,Mortgage Lender,3868779
549300WGEJKXK5PPHT03,HOMESITE MTG,SHELBY TOWNSHIP,MI,Mortgage Lender,4731076
54930080OKRZ7NNZIO71,AMERIFIRST FIN CORP,KALAMAZOO,MI,Mortgage Lender,3870606
549300R7HGHP2I754087,TOWNE MTG CO,PLYMOUTH,MI,Mortgage Lender,4183732
549300D36J5CQX0I4F44,NORTHERN MTG SVCS,GRAND RAPIDS,MI,Mortgage Lender,4878104
5493002Y5XYV7DV1ZV88,GOLD STAR MTG FIN GROUP CORP,PLYMOUTH,MI,Mortgage Lender,3870419
5493005NU5BA00C1N451,ROSS,TROY,MI,Mortgage Lender,3870549
549300HW662MN1WU8550,UNITED SHORE FIN SVCS,BIRMINGHAM,MI,Mortgage Lender,3870651
549300461TECLDDGNF98,GREENSTONE FARM CREDIT SVCS FLCA,East Lansing,MI,Mortgage Lender,3173727
5493004ZUHSMPBM5KL21,ADVISORS CAPITAL,FENTON,MI,Mortgage Lender,4731094
54930030Z1JWTP3SVD16,TOP FLITE FIN,WILLIAMSTON,MI,Mortgage Lender,4731067
549300IWE0Y507LPF493,MTG 1 ORPORATED,STERLING HEIGHTS,MI,Mortgage Lender,3871920
549300Z5MYEIE55LLY49,HFG HOLDINGS,TROY,MI,Mortgage Lender,-1
549300XQ7B5FIVUNFE29,VAN DYK,GRAND RAPIDS,MI,Mortgage Lender,3872039
5493006Y55XBWPK4OX71,ST JAMES,Bloomfield Hills,MI,Mortgage Lender,3871975
549300BRJZYHYKT4BJ84,HOME POINT FIN CORP,EAST LANSING,MI,Mortgage Lender,3944664
549300SKVC0LU4RBMF20,BLG HOLDINGS,FLINT,MI,Mortgage Lender,4878092
549300KQQRECSLK8ID57,STAUNTON FIN,SOUTHFIELD,MI,Mortgage Lender,3870558
549300FGXN1K3HLB1R50,ROCKET MTG,Plymouth,MI,Mortgage Lender,3870679
549300TK6RZQSFXZHV09,MICHIGAN MUTUAL,PORT HURON,MI,Mortgage Lender,3871966
5493008SV4X2EID9J711,CAMBRIA FIN GROUP,Belle Plaine,MN,Mortgage Lender,4728900
5493007VDBJSG0E0S678,TRADITION MTG,Edina,MN,Mortgage Lender,4182632
5493001YIUWLFRXQUO81,SUMMIT,Plymouth,MN,Mortgage Lender,3862142
5493002BHZ2N82ENVH10,LEND SMART MTG,Oakdale,MN,Mortgage Lender,4531708
549300SJLI7IC47X6H33,MORTGAGES UNLIMITED,Maple Grove,MN,Mortgage Lender,3862393
549300AENO88GEUWCZ39,LUMINATE HOME LOANS,Bloomington,MN,Mortgage Lender,4728919
549300NN0PRX3I4QGG46,MID-CONTINENT FUNDING,Columbia,MO,Mortgage Lender,-1
254900213F9YWHNVOO69,CAPGROW HOME MTG,Chesterfield,MO,Mortgage Lender,4183497
549300MU3SP76R81WW62,COMMUNITY MTG,Independence,MO,Mortgage Lender,4438964
549300DX0B304LAKUN93,JLB CORP,Clayton,MO,Mortgage Lender,4437257
5493002YXAOJOQPEGS38,TRUHOME SOLUTIONS,Clayton,MO,Mortgage Lender,3850251
549300MY7KEVWMI4DF64,ACCESS CAPITAL FUNDING,Chesterfield,MO,Mortgage Lender,4880750
5493004G43JM6M5BFR40,FAMILY FINANCE MTG,Arnold,MO,Mortgage Lender,5139008
549300VSL5DFXBM1II56,F&B ACQUISITION GROUP,Saint Louis,MO,Mortgage Lender,4880349
549300ZZME37MXI1EF14,DAS ACQUISITION CO,Clayton,MO,Mortgage Lender,3954944
549300MMQJ2MM37FDE66,FRONTIER FIN,Chesterfield,MO,Mortgage Lender,3842377
549300Q7ODSDOEDUNP68,1ST INTEGRITY MTG SVCS,ST. LOUIS,MO,Mortgage Lender,3842498
5493004T9SQFCNRQ2L76,DELMAR FIN CO,St. Louis,MO,Mortgage Lender,3842443
549300RA3E0BUFO7YZ21,HOMETOWN EQUITY MTG,Clayton,MO,Mortgage Lender,4183509
549300DD5QQUHO6PCH70,MTG RESEARCH CENTER,Columbia,MO,Mortgage Lender,3842407
549300CUUEEQ66ZVK149,ENDEAVOR CAPITAL,Chesterfield,MO,Mortgage Lender,5139017
549300LXKO1O7CSK5J52,FLAT BRANCH MTG,Columbia,MO,Mortgage Lender,4183488
254900Q716E7IUMXGB91,THE HOME LOAN EXPERT,St Louis,MO,Mortgage Lender,-1
2549007ZL90U2M5ZNA78,UNITED FIDELITY FUNDING CORP,Jefferson City,MO,Mortgage Lender,4182780
549300V1JRN7CMTCF305,1ST MTG SOLUTIONS,LEES SUMMIT,MO,Mortgage Lender,5019379
549300EXQ4TO1KWRTV95,JAMES B NUTTER & CO,Jefferson City,MO,Mortgage Lender,2027364
549300EOHSB7M6IFW844,MTG LENDERS INV TRADING CORP,Oxford,MS,Mortgage Lender,4533588
549300TWPFOYZ33TOU32,MANN FIN,KALISPELL,MT,Mortgage Lender,3862021
5493005WM8ZE8KHE1R85,ALLEN TATE MTG PARTNERS,Charlotte,NC,Mortgage Lender,3881992
549300XYK7KGXCRSH318,AGCAROLINA FARM CREDIT FLCA,Raleigh,NC,Mortgage Lender,2970497
549300E8HNQO52YYHI82,AMER SECURITY MTG CORP,Charlotte,NC,Mortgage Lender,3882001
549300KCIGGEKYI5VM19,CAROLINA FARM CREDIT ACA,Statesville,NC,Mortgage Lender,2399940
549300UVXY7S004OQL53,WYNDHAM CAPITAL MTG,Raleigh,NC,Mortgage Lender,4320117
549300VORTI31GZTJL53,CARDINAL FIN CO LIMITED PARTNERSHIP,Charlotte,NC,Mortgage Lender,3904891
549300OYEKEORA1GI088,GOPRIME MTG,Raleigh,NC,Mortgage Lender,4438320
5493000JHK8ZOZKD8J96,BEVERLY - HANKS MTG SVCS,Asheville,NC,Mortgage Lender,5027310
549300I4D30VBTUE3S41,AMERISOUTH MTG CO,Charlotte,NC,Mortgage Lender,3882010
549300QU641Z70NA3W22,ALPHA,Wilmington,NC,Mortgage Lender,4877974
5493005XMJQ1GSXUGT67,WOLFE FIN,Raleigh,NC,Mortgage Lender,4185400
2549006SV57592TPRW11,CORPORATE INVESTORS MTG GROUP,Chapel Hill,NC,Mortgage Lender,4741600
549300PLVU3OBFUIPI18,VALLEY MTG,FARGO,ND,Mortgage Lender,4321066
254900ASL383AJ6GSJ43,AGCOUNTRY FARM CREDIT SVCS FLCA,Fargo,ND,Mortgage Lender,2944818
549300AV8QD552DSI743,NORTHMARQ CAPITAL FINANCE,LINCOLN,NE,Mortgage Lender,2746290
549300HD3IJR9YCUG196,FARM CREDIT SVCS OF AMERICA FLCA,Omaha,NE,Mortgage Lender,2415578
254900LW5BPW0G1LMW49,REGENT FIN GROUP,Elkhorn,NE,Mortgage Lender,5213908
5493003I8WZ248FUMI85,NEW ENGLAND REGIONAL,SALEM,NH,Mortgage Lender,3953031
549300DW87L2IZ7ZHF47,MLB RESIDENTIAL LENDING,SPRINGFIELD,NJ,Mortgage Lender,-1
2549009V3JISNNLCD785,FAMILY 1ST FUNDING,TOMS RIVER,NJ,Mortgage Lender,5027187
549300S70UD2GFALPM46,MILLENIUM HOME MTG,Parsippany,NJ,Mortgage Lender,4437622
549300YTNLQPR4PKXG57,GET A RATE,Hackensack,NJ,Mortgage Lender,-1
549300L3O89DECR4DV44,FUNDING RESOURCES,CLIFTON,NJ,Mortgage Lender,4184775
549300D4ZYLSQ5LMTV35,ABSOLUTE HOME,Fairfield,NJ,Mortgage Lender,4537250
5493005OOIYF660YQO46,RESIDENTIAL HOME,Hampton,NJ,Mortgage Lender,4537232
549300JZD4L02YZI3Z50,NJ LENDERS CORP,LITTLE FALLS,NJ,Mortgage Lender,3871603
549300BZNDHH8KWC0I67,MTG UNLIMITED,Garfield,NJ,Mortgage Lender,4437631
549300AG10BX85DF5S49,MLD MTG,Florham Park,NJ,Mortgage Lender,3873317
549300QVGK8WC4HQ3C28,PRETON,Ewing,NJ,Mortgage Lender,3873081
2549004CU9LAM5CYA280,KWIK,Parsippany,NJ,Mortgage Lender,5163021
5493008VCYW25D52ZC98,ARK MTG,NORTH BRUNSWICK,NJ,Mortgage Lender,3873522
5493001WHVQBGRSWEU75,HOMEBRIDGE FIN SVCS,Iselin,NJ,Mortgage Lender,3881554
54930090M1R8T8VWLU55,MOUNTAIN MTG CORP,Union,NJ,Mortgage Lender,3873568
549300WH9FMXOC63ZV77,NATIONWIDE EQUITIES CORP,MAHWAH,NJ,Mortgage Lender,4184711
549300ZOBXG0DT4I6U54,1ST 2ND MTG CO OF NJ,CRESSKILL,NJ,Mortgage Lender,3871573
549300EMNDEK4BA8WB53,EMM LOANS,Cherry Hill,NJ,Mortgage Lender,4187235
5493001MZ7BCQZ336S33,ATLANTIC HOME LOANS,Parsippany-Troy Hills,NJ,Mortgage Lender,3878657
549300YM15OICCNPH537,GREENWAY MTG FUNDING CORP,MIDDLETOWN,NJ,Mortgage Lender,4537241
5493004R423PBPM6A173,OCEANSIDE MTG CO,Toms River,NJ,Mortgage Lender,3949605
549300KWKWPEKL40WD44,AMER FED,CHESTER,NJ,Mortgage Lender,3871591
254900F9ZTVTX763V835,ADVISORS MTG GROUP,Ocean,NJ,Mortgage Lender,4437604
549300ZD18AVSD0OG331,GLENDENNING,TOMS RIVER,NJ,Mortgage Lender,4878850
254900R61QS4BG30IS52,EVESHAM MTG,Marlton,NJ,Mortgage Lender,-1
PAOOWF3GUFM46FBSP561,PHH,Mount Laurel,NJ,Mortgage Lender,3873456
549300W20M87S246SZ26,MDE HOME LOANS,TINTON FALLS,NJ,Mortgage Lender,4889904
549300LYRWPSYPK6S325,FREEDOM,MT LAUREL,NJ,Mortgage Lender,3966116
5493006VCMZ998IGOO33,NATION ONE,MARLTON,NJ,Mortgage Lender,-1
5493002B2WMHY23GFK92,AMER FIN RESOURCES,Parsippany-Troy Hills,NJ,Mortgage Lender,4184793
549300WEZMN6QE5IIH42,JERSEY MTG CO OF NEW JERSEY,CRANFORD,NJ,Mortgage Lender,3873906
549300BTFTXJ72LSIY30,PINNACLE MTG,EAST HANOVER,NJ,Mortgage Lender,5163115
5493004N9PMBSLEZOF16,K HOVNANIAN AMER MTG,Matawan,NJ,Mortgage Lender,3915105
549300EFCZM6KD6B8K69,MTG ACCESS CORP,Morris Plains,NJ,Mortgage Lender,3873483
54930013LUOQHFFSBB26,LEGACY MTG,Albuquerque,NM,Mortgage Lender,3966385
549300S5FVOSK5DQJN30,INTERCAP LENDING,ESPANOLA,NM,Mortgage Lender,3850505
5493005DYVXTSXZPZF85,WESTSTAR,ALBUQUERQUE,NM,Mortgage Lender,3850514
254900FSIRD1E5MR0U30,RMS & ASSOCIATES,LAS VEGAS,NV,Mortgage Lender,3877016
549300B4JDSKWJR1NR35,HOME FUNDING CORP,LAS VEGAS,NV,Mortgage Lender,-1
549300BBKMRS6J0CB539,AMER PORTFOLIO,CARSON CITY,NV,Mortgage Lender,4325493
5493005T6ET3508ZXP66,PINNACLE LENDING GROUP,LAS VEGAS,NV,Mortgage Lender,-1
54930052M48FOD3CWA54,PRIMARY RESIDENTIAL MTG,Carson City,NV,Mortgage Lender,3877575
549300FVD3YHE65PKH97,PANORAMA MTG GROUP,CARSON CITY,NV,Mortgage Lender,3955192
549300D0TGZMG03GNM36,ALL WESTERN MTG,Henderson,NV,Mortgage Lender,3876484
549300GQDT484LGI9C04,NETWORK CAPITAL FUNDING CORP,Carson City,NV,Mortgage Lender,4533159
549300QPD4M26VIOFU53,SUMMIT MTG BANKERS,NEW YORK,NY,Mortgage Lender,3871434
549300TCY9QY8BRDQJ12,UNITED NORTHERN MTG BANKERS LIMITED,LEVITTOWN,NY,Mortgage Lender,3873090
5493007XV974105FQA68,BRIDGEVIEW MTG CORP,FRANKLIN SQUARE,NY,Mortgage Lender,5163133
549300ASFUWYQO0RW077,ARBOR REALTY TRUST,Albany,NY,Mortgage Lender,3696383
549300LI3FDGO7UKFF39,EAST COAST CAPITAL CORP,Melville,NY,Mortgage Lender,-1
549300VQSHPYTNCOP496,LYONS MTG SVCS,NEW YORK,NY,Mortgage Lender,3872196
549300YQJU3WVKMRXR40,PATRIOT ONE MTG BANKERS,MINEOLA,NY,Mortgage Lender,3944673
549300JVYWDXYVB8EM70,FFC MTG CORP,Rochester,NY,Mortgage Lender,5163151
549300DMIVL13D62WX91,INTERCONTINENTAL CAPITAL GROUP,Albany,NY,Mortgage Lender,4184766
54930039IUN6515TBG78,US,MELVILLE,NY,Mortgage Lender,3881693
254900ZPR9P3OI95VG04,CONTINENTAL MTG BANKERS,New York,NY,Mortgage Lender,4184720
254900ACUWEGW702BR80,FM HOME LOANS,Brooklyn,NY,Mortgage Lender,3881620
549300OFI1WD07JPI032,SILVERMINE VENTURES,ALBANY,NY,Mortgage Lender,5163124
5493008EBYLPD4MM3C30,MTG WORLD BANKERS,New York,NY,Mortgage Lender,3878705
5493000XMEVMIQFXVW32,COMMONFUND MTG CORP,SYRACUSE,NY,Mortgage Lender,3873858
549300E4YLQ3BVQ4GW30,WALL STREET MTG BANKERS LTD,GREAT NECK,NY,Mortgage Lender,3874118
549300T3F9S1MKFKHC53,HOMESTEAD FUNDING CORP,ALBANY,NY,Mortgage Lender,3881509
2549008X67CV1MNM7747,MEADOWBROOK FIN MTG BANKERS CORP,ALBANY,NY,Mortgage Lender,4320247
549300NZ2IPWRMLAYZ30,MID-ISLAND MTG CORP,WESTBURY,NY,Mortgage Lender,3873607
549300S347HTLHLOC775,1ST CREDIT CORP OF NEW YORK,NEW YORK,NY,Mortgage Lender,5163142
549300GNMONGVTFMXS97,BLAIR SVCS OF AMERICA,BETHPAEG,NY,Mortgage Lender,3874220
254900XN7UWEWK13RO81,PREMIUM,Rochester,NY,Mortgage Lender,4437640
549300HNL0XN9S0MZM92,EQUITY NOW,NEW YORK,NY,Mortgage Lender,3872347
549300VGMMXKSX821O69,HARTFORD FUNDING LTD,ALBANY,NY,Mortgage Lender,3873698
549300M8DR00HTG3MF34,ACADEMY MTG CORP,FARMINGDALE,NY,Mortgage Lender,4327938
5493008TO7JB5Q4IKZ94,HUNT,LANCASTER,NY,Mortgage Lender,3872262
5493003X6Y6JGJKHPA25,INTERSTATE HOME LOAN CENTER,MELVILLE,NY,Mortgage Lender,3872299
5493007WEU5TWM8J0Z93,PARAGON HOME LOANS,EAST SYRACUSE,NY,Mortgage Lender,3873700
549300ZGZ9WQMJLEPH17,1ST PRIORITY MTG,WILLIAMSVILLE,NY,Mortgage Lender,3881518
549300A7YGYUVVWJ2M57,LYNX MTG BANK,WESTBURY,NY,Mortgage Lender,4184814
549300HTMO7FGRKRLV06,CLIFFCO,UNIONDALE,NY,Mortgage Lender,3881590
5493005XCKCOIX4JMI33,RESIDENTIAL HOME FUNDING CORP,WHITE PLAINS,NY,Mortgage Lender,3872495
254900P6Q7UI8DAKYX49,GUARDHILL FIN CORP,New York,NY,Mortgage Lender,3871443
549300JOT0D4J0SZIK67,THE MONEY SOURCE,NEW YORK,NY,Mortgage Lender,3881732
5493005ICQ3QGEIWV618,UNITED MTG CORP,MELVILLE,NY,Mortgage Lender,3873447
549300IL3HLQ2SW5VN73,ASSOCIATED MTG BANKERS,RONKONKOMA,NY,Mortgage Lender,4320201
549300LMFD2POSRLMW75,THE BANKERS GUARANTEE TITLE & TRUST CO,MEDINA,OH,Mortgage Lender,3837243
549300PXL1KA5TOL2O82,M/I FIN,COLUMBUS,OH,Mortgage Lender,3837412
549300D6BCLQFX6G1K95,THE EQUITABLE,CLEVELAND,OH,Mortgage Lender,3837001
549300XCVBRR56D08F03,RESIDENTIAL BANCORP,CANTON,OH,Mortgage Lender,3837494
549300RFPLMCMJL7BS81,BELLWETHER ENTERPRISE REAL ESTATE CAPITAL,CLEVELAND,OH,Mortgage Lender,5082663
549300VZVN841I2ILS84,CROSSCOUNTRY MTG,AKRON,OH,Mortgage Lender,4183602
25490039D55J3ZL21O72,SIBCY CLINE MTG SVCS,CINCINNATI,OH,Mortgage Lender,3837421
549300RPOGWJRH63HS39,UNION HOME MTG CORP,STRONGSVILLE,OH,Mortgage Lender,3837261
549300QKSA6LO5S1CM57,FIN ONE,COLUMBUS,OH,Mortgage Lender,-1
5493002RM1FZTGQ55U28,PRIORITY MTG CORP,WESTERVILLE,OH,Mortgage Lender,3837319
54930049L5WINET09Q97,MID AMERICA MTG,ROCKY RIVER,OH,Mortgage Lender,3947843
5493009N6Q6LPQ4CL708,SIGNATURE,AKRON,OH,Mortgage Lender,5138896
549300B2JJHSM77T5Y41,LIBERTY HOME,ST MARYS,OH,Mortgage Lender,5082681
549300G2LV8W3C1G3762,EQUITY RESOURCES,NEWARK,OH,Mortgage Lender,3837038
549300GUS13Z72B6KD63,KELLER MTG,HILLIARD,OH,Mortgage Lender,3837104
549300X8AUU3UC1ULZ79,1ST EQUITY MTG ORPORATED,CINCINNATI,OH,Mortgage Lender,-1
5493004NMXQUYEFD1Y98,1ST OHIO HOME FINANCE,WESTERVILLE,OH,Mortgage Lender,4726942
549300PRYJTYVDHY7N91,HOME MTG ASSURED CORP,MAYFIELD,OH,Mortgage Lender,3837597
549300KJKBXR3PD3QQ56,RAPID MTG CO,CINCINNATI,OH,Mortgage Lender,-1
549300FOZZQIQVHMVH05,AMER MTG SERVICE CO,CINCINNATI,OH,Mortgage Lender,3837270
254900MJC4429E0HGL47,AMER MIDWEST,PARMA HTS,OH,Mortgage Lender,3947825
5493002JA8HUVL2CRT33,DEVELOPER'S MTG CO,COLUMBUS,OH,Mortgage Lender,2277093
254900OCB5PJQMM6LU72,WESTERN OHIO,Quincy,OH,Mortgage Lender,4877385
549300KQHWNSVCE2MY88,SIRVA MTG,COLUMBUS,OH,Mortgage Lender,3242799
254900BRCCRMIPW8R563,AG CREDIT AGRICULTURAL CREDIT ASSOC,Fostoria,OH,Mortgage Lender,3696105
