lei,respondent_name,respondent_city,respondent_state,type_name,respondent_rssd
549300MGDBENMLUYMI91,COMMUNITY BANK OF TRENTON,Trenton,IL,Bank or Affiliate,255547
254900R45W3ZMI3IVW43,1ST STATE BANK OF BLOOMINGTON,Bloomington,IL,Bank or Affiliate,453839
5493009ZQ1VZ1HZCL108,WEST TOWN BANK & TRUST,North Riverside,IL,Bank or Affiliate,857576
549300GY0I1WYYWYFS47,PROVIDENCE BANK & TRUST,South Holland,IL,Bank or Affiliate,3280625
549300XOWUPV4E45EE89,FARMERS STATE BANK OF ALTO PASS,Harrisburg,IL,Bank or Affiliate,856346
213800K8DDKEL9X4OK57,1ST SOUTHERN BANK,MARION,IL,Bank or Affiliate,382649
254900L9ZR7FYE68H705,CITIZENS COMMUNITY BANK,Mascoutah,IL,Bank or Affiliate,2007991
549300TFL8UPEHU61608,B&T,Litchfield,IL,Bank or Affiliate,496845
254900CHU7PX7ZS6RI74,STATE BANK OF WATERLOO,Waterloo,IL,Bank or Affiliate,266244
549300FGUI1NQCS1M144,MIDWEST COMMUNITY BANK,Freeport,IL,Bank or Affiliate,607333
EFBDHEMMHTWI378O4988,HEARTLAND B&T,Bloomington,IL,Bank or Affiliate,426534
549300WXIUJ8ZTV7X921,PEOPLES BANK OF KANKAKEE COUNTY,Bourbonnais,IL,Bank or Affiliate,821036
549300QWUZ3ZGKKC7W73,MERCHANTS AND MANUFACTURERS BANK,Joliet,IL,Bank or Affiliate,1008432
549300XAJENHWRM32Z86,BANK OF SPRINGFIELD,Springfield,IL,Bank or Affiliate,248240
549300TUISK0W7DE2464,THE HARVARD STATE BANK,Harvard,IL,Bank or Affiliate,800134
549300FQ2SN6TRRGB032,FNBC BANK & TRUST,La Grange,IL,Bank or Affiliate,608844
5493007US5XO6WCOMQ49,SENB BANK,Moline,IL,Bank or Affiliate,955548
254900IRNXUOKGT5XK11,WEST SUBURBAN BANK,Lombard,IL,Bank or Affiliate,375034
254900N4XMPM37K77D58,1ST STATE BANK,Monticello,IL,Bank or Affiliate,899642
254900SRBPINTG8V7N66,PIKE BANCORP,Pittsfield,IL,Bank or Affiliate,477648
25490076YOMAEM6W0N66,WEST CENTRAL BANK,Ashland,IL,Bank or Affiliate,920733
549300NGCDNC9174EF79,BANTERRA BANK,Marion,IL,Bank or Affiliate,502849
549300DNRGCN05KNA737,1ST STATE BANK OF FORREST,Forrest,IL,Bank or Affiliate,980438
2549005HG8EMM4748S60,GERMANTOWN TRUST & SVGS BANK,Breese,IL,Bank or Affiliate,830748
54930035X20L4YB6HD91,WARREN-BOYNTON STATE BANK,New Berlin,IL,Bank or Affiliate,837448
549300JRDBJ5RPA6TY76,HOLCOMB BANK,Rochelle,IL,Bank or Affiliate,568135
549300QWYPPH283K6R36,PROSPECT BANK,Paris,IL,Bank or Affiliate,738143
5493003P1OKUPLVJ7M37,STATE BANK OF GRAYMONT,Livingston,IL,Bank or Affiliate,937339
5493000XYE7QL54NMB52,UNITED COMMUNITY BANK,Chatham,IL,Bank or Affiliate,439338
549300BU5TSYOCF3Y655,INLAND BANK & TRUST,Oak Brook,IL,Bank or Affiliate,189745
254900GPEJ25OTHRU605,GLENVIEW STATE BANK,Glenview,IL,Bank or Affiliate,750239
549300032FNX4IOT2T93,PETEFISH SKILES & CO,Virginia,IL,Bank or Affiliate,602543
2138009TTY1M4OJRXV14,BANKORION,ORION,IL,Bank or Affiliate,855741
549300CQG2T7TCGY8Q67,1ST STATE BANK,Mendota,IL,Bank or Affiliate,887340
5493003X9FWFI47DPO39,GOLD COAST BANK,Chicago,IL,Bank or Affiliate,3593307
549300DUTN4RUBI81Z18,LAKESIDE BANK,Chicago,IL,Bank or Affiliate,201834
549300EKGRBBO8HEKR21,MARINE BANK,Springfield,IL,Bank or Affiliate,258445
254900KI0CM65KPBM547,INTERNATIONAL BANK OF CHICAGO,Chicago,IL,Bank or Affiliate,2006024
549300QLL0WGOPA6R131,LOLNWAY COMMUNITY BANK,New Lenox,IL,Bank or Affiliate,3376733
549300UBM8OIENB7BQ09,FARMERS-MERCHANTS BANK OF ILLINOIS,Joy,IL,Bank or Affiliate,948036
254900UAJ26M2YIF0822,BETTER BANKS,Peoria,IL,Bank or Affiliate,851631
2549002W5VVAQ5IH5726,GOODFIELD STATE BANK,Goodfield,IL,Bank or Affiliate,936837
549300VIKSC6B00SLF36,THE FARMERS BANK FRANKFORT INDIANA,Frankfort,IN,Bank or Affiliate,423449
5493005ANYGQWRPVGU61,THE NORTH SALEM STATE BANK,North Salem,IN,Bank or Affiliate,947749
54930004Z0FN1LYUET14,OWEN COUNTY STATE BANK,Spencer,IN,Bank or Affiliate,38740
549300KKX02L29KSGS91,OUR COMMUNITY BANK,Spencer,IN,Bank or Affiliate,474777
54930031L785BSBDTE46,BATH STATE BANK,Franklin,IN,Bank or Affiliate,308340
549300H3GIHYP3MB0302,FARMERS STATE BANK,Lagrange,IN,Bank or Affiliate,113441
549300KTSX5SM2W0VV58,CROSSROADS BANK,Wabash,IN,Bank or Affiliate,228279
549300Y0F8X17ADZK505,1ST BANK RICHMOND,Richmond,IN,Bank or Affiliate,419675
549300RMPGD5KKS1RR35,1ST FED SVGS BANK,Huntington,IN,Bank or Affiliate,107570
549300OHTBYVLLO8NW69,THE FARMERS AND MERCHANTS BANK,Boswell,IN,Bank or Affiliate,629746
549300UCWK8M6ROBPO58,COMMUNITY STATE BANK OF SOUTHWESTERN INDIANA,Poseyville,IN,Bank or Affiliate,198046
549300WRDGBHKR1BXL98,MERCHANTS BANK OF INDIANA,Carmel,IN,Bank or Affiliate,963945
549300CABYW2DE2UTD57,CITIZENS BANK,Mooresville,IN,Bank or Affiliate,44741
213800XA5M2HOWATHG59,LNB COMMUNITY BANK,LYNNVILLE,IN,Bank or Affiliate,176642
549300NZ54QGM0WNLC84,HOOSIER HEARTLAND STATE BANK,Crawfordsville,IN,Bank or Affiliate,157744
LBIZXW7X2N50PETIH863,STAR FIN BANK,Fort Wayne,IN,Bank or Affiliate,547840
549300SKTBTC2QFDKG02,CENTIER BANK,Whiting,IN,Bank or Affiliate,783648
549300ZLAWM1M5QAJH43,1ST STATE BANK OF MIDDLEBURY,Middlebury,IN,Bank or Affiliate,967046
5493002JDOI3GTNVUD76,GERMAN AMER BANK,Jasper,IN,Bank or Affiliate,37640
549300Q16CNQMW0O1O02,THE NEW WASHINGTON STATE BANK,New Washington,IN,Bank or Affiliate,305442
549300QX5KH5JXXMYU41,CITIZENS STATE BANK OF NEW CASTLE,New Castle,IN,Bank or Affiliate,1000641
549300GQOPGZ1DO0MZ49,THE PEOPLES STATE BANK,Ellettsville,IN,Bank or Affiliate,454546
549300HIDQ8IRRU12455,JACKSON COUNTY BANK,Seymour,IN,Bank or Affiliate,884442
549300MTH7LUU0OHYB47,1ST FED SVGS BANK,Evansville,IN,Bank or Affiliate,613679
549300T3JUQ02E9W8I27,ALLIANCE BANK,Francesville,IN,Bank or Affiliate,493741
549300M20N1NQO7LMK11,THE CAMPBELL & FETTER BANK,Kendallville,IN,Bank or Affiliate,398248
549300B81YWV4GBENI49,1ST INTERNET BANK OF INDIANA,Fishers,IN,Bank or Affiliate,2758613
549300LCSS511JWT1A44,GREENFIELD BANKING CO,Greenfield,IN,Bank or Affiliate,592644
254900PS2KU65ZEUOA41,AMER COMMUNITY BANK OF INDIANA,Munster,IN,Bank or Affiliate,1010574
549300Z6RK4QCIMZJD44,COMMUNITY 1ST BANK OF INDIANA,Kokomo,IN,Bank or Affiliate,3165357
549300LGEXCX325O8C49,1ST HARRISON BANK,Corydon,IN,Bank or Affiliate,716374
549300BM59EMYEJ5Q179,THE FOUNTAIN TRUST CO,Covington,IN,Bank or Affiliate,145844
P7GC0W65KB5CEIHLDX81,HORIZON BANK,Michigan City,IN,Bank or Affiliate,130541
549300EB748TPUCF9H23,LEGACY BANK,Colwich,KS,Bank or Affiliate,785950
54930011U6TQ5MJCDV15,ESB FIN,Emporia,KS,Bank or Affiliate,918954
549300AR1PZJHZ7BYH72,LABETTE BANK,Altamont,KS,Bank or Affiliate,483751
213800XR2TCBQJSF1X93,NBKC BANK,KANSAS,KS,Bank or Affiliate,2747587
5493001YU4TTE8QEL245,GARDEN PLAIN STATE BANK,Wichita,KS,Bank or Affiliate,987651
5493008HZMBEJQEY0J72,1ST FED S&L BANK,Olathe,KS,Bank or Affiliate,198073
5493001BNJ1T5ZW02635,BANK OF BLUE VALLEY,Overland Park,KS,Bank or Affiliate,680354
21380055IMHX3N5UL146,VALLEY STATE BANK,BELLE PLAINE,KS,Bank or Affiliate,1005552
2549006HZDO3SULWNR95,PEOPLES STATE BANK,Manhattan,KS,Bank or Affiliate,43351
D32W5EBLENJC27207O81,EMPRISE BANK,Wichita,KS,Bank or Affiliate,65858
5493009SXBJ8LKIU7Q54,COREFIRST BANK & TRUST,Topeka,KS,Bank or Affiliate,361055
549300LLESTPOVRG3X73,FARMERS BANK & TRUST,Great Bend,KS,Bank or Affiliate,482156
549300G5DUB6RE1MCL12,THE BENNINGTON STATE BANK,Salina,KS,Bank or Affiliate,1016259
549300WOSE1H63K0E875,GREAT AMER BANK,Lawrence,KS,Bank or Affiliate,2815879
5493008CNPUHZU5S1E85,VISIONBANK,Topeka,KS,Bank or Affiliate,3312124
549300NBFJM2PBH24L77,THE CITIZENS STATE BANK,Moundridge,KS,Bank or Affiliate,273550
5493005XMSZYL5SAEF41,CROSSFIRST BANK,Leawood,KS,Bank or Affiliate,3594005
549300Z4DDTZBW3TC153,KAW VALLEY BANK,Topeka,KS,Bank or Affiliate,485456
254900UA19NBVHVPQ177,THE DENISON STATE BANK,Holton,KS,Bank or Affiliate,869551
549300VFIO7B8IHC0H05,FARMERS AND DROVERS BANK,Council Grove,KS,Bank or Affiliate,788559
549300KPFP1WXCNBNR50,KANZA BANK,Kingman,KS,Bank or Affiliate,4156
549300LK4WOVIJ8FAK87,SILVER LAKE BANK,Topeka,KS,Bank or Affiliate,326054
549300214PKB2Y1ZWH75,MID-AMERICA BANK,Baldwin City,KS,Bank or Affiliate,919456
549300R8LYY54XS86414,1ST STATE B&T,Tonganoxie,KS,Bank or Affiliate,605656
549300Z6EE8DBBFUW487,KS STATEBANK,Manhattan,KS,Bank or Affiliate,160959
54930058NMHTLEZ3C025,SECURITY BANK OF KANSAS CITY,Kansas City,KS,Bank or Affiliate,1009354
2549006U8SXATH10WI14,EXCHANGE BANK & TRUST,Atchison,KS,Bank or Affiliate,144052
549300T73HHIEIUU5F67,HOME B&T,EUREKA,KS,Bank or Affiliate,840251
5493002UNUIL8WHZAD63,RIVER CITY BANK,Louisville,KY,Bank or Affiliate,396244
549300C5GU86M1X2DG56,CENTRAL B&T,Lexington,KY,Bank or Affiliate,1007015
54930077RRQE77TVA474,THE SACRAMENTO DEPOSIT BANK,Sacramento,KY,Bank or Affiliate,180144
549300S2RLEOF6WG7P87,THE CECILIAN BANK,Cecilia,KY,Bank or Affiliate,982142
549300P8KQYPAVPZL931,FARMERS B&T,Marion,KY,Bank or Affiliate,262741
549300LPT41QBMAC7948,SOUTH CENTRAL BANK,GLASGOW,KY,Bank or Affiliate,473042
549300FOE3Q0OTXTQ820,LIMESTONE BANK,Louisville,KY,Bank or Affiliate,522847
549300CVK4UVTLHJ0R80,AMER B&T,Bowling Green,KY,Bank or Affiliate,2919898
549300H5B5USE8BS1V31,THE FARMERS BANK,Nicholasville,KY,Bank or Affiliate,485214
549300V1L2AOAAI26J57,PEOPLES BANK,Lebanon,KY,Bank or Affiliate,271341
549300TMWSYX6B5ZOK69,WILSON & MUIR B&T,Bardstown,KY,Bank or Affiliate,899343
549300TDH15867LXRK58,THE FARMERS BANK OF MILTON,Milton,KY,Bank or Affiliate,265340
549300D88XVKM6DJOC77,TRADITIONAL BANK,Mount Sterling,KY,Bank or Affiliate,786210
549300GXRG31CBWWTR70,BEDFORD LOAN & DEPOSIT BANK,Bedford,KY,Bank or Affiliate,696047
549300PLQ5DT613TXQ48,UNITED CUMBERLAND BANK,Whitley City,KY,Bank or Affiliate,425818
4LJGQ9KJ9S0CP4B1FY29,STOCK YARDS B&T,Louisville,KY,Bank or Affiliate,317342
549300QO5LH5SP6I8C79,COMMONWEALTH B&T,Louisville,KY,Bank or Affiliate,189044
549300AJ6XFK1ACXWQ06,EDMONTON STATE BANK,Glasgow,KY,Bank or Affiliate,845247
X6T32LKEPUT8LQMW6755,REPUBLIC B&T,Louisville,KY,Bank or Affiliate,316840
549300REENMLD2RN3W58,MAGNOLIA BANK,Magnolia,KY,Bank or Affiliate,261146
549300WO2LB77U820925,HANCOCK B&T,Hawesville,KY,Bank or Affiliate,545846
549300QLZWERAXKGEP54,BANK OF LEXINGTON,Lexington,KY,Bank or Affiliate,3410141
549300JLVHEYC5B9MX32,CITIZENS UNION BANK OF SHELBYVILLE,Shelbyville,KY,Bank or Affiliate,65746
549300SDO5FP7F86HH46,FNB BANK,Mayfield,KY,Bank or Affiliate,400141
549300PD2JKG2Z95GK78,WEST POINT BANK,Radcliff,KY,Bank or Affiliate,79042
5493008MFIR0PTRGGL44,FRANKLIN B&T,Franklin,KY,Bank or Affiliate,493844
549300BDG3JYX3L37670,CITIZENS DEPOSIT BANK & TRUST,Vanceburg,KY,Bank or Affiliate,344816
549300GBQMFJ4GDIMC53,CITIZENS COMMERCE BANK,Versailles,KY,Bank or Affiliate,2512347
254900KPOZQ8VODWDS72,1ST STATE BANK OF THE SOUTHEAST,MIDDLESBORO,KY,Bank or Affiliate,961811
549300XT5WP4TMNXL317,HERITAGE BANK,Erlanger,KY,Bank or Affiliate,1469677
549300GGXWS23NTTOB96,MEADE COUNTY BANK,Brandenburg,KY,Bank or Affiliate,776547
549300IHBKY3L5OIDT39,PLANTERS BANK,Hopkinsville,KY,Bank or Affiliate,2497181
549300Q3RKNDNMSDEE10,PEOPLES EXCHANGE BANK,Winchester,KY,Bank or Affiliate,129910
549300MIICHJBUDK6R97,UNITED CITIZENS B&T,Campbellsburg,KY,Bank or Affiliate,336147
5493002N5OA6GM61AC70,INDEPENDENCE BANK OF KENTUCKY,Owensboro,KY,Bank or Affiliate,648242
2549001XVX1R2ITF6935,HOME FED BANK CORP,Middlesboro,KY,Bank or Affiliate,902672
549300T68H0CMTF8ZH83,BANK OF EDMONSON COUNTY,Brownsville,KY,Bank or Affiliate,903240
54930045J8O98TUGTW86,B1BANK,Baton Rouge,LA,Bank or Affiliate,3408728
549300RO0FORROX83086,JEFF DAVIS BANCSHARES,Jennings,LA,Bank or Affiliate,980531
54930074GUKXKBKNQI12,PROGRESSIVE BANK,Monroe,LA,Bank or Affiliate,1007154
549300Z78KW88BIQNR50,1ST AMER B&T,Vacherie,LA,Bank or Affiliate,101037
549300MEK4ETDCVHFB89,COLFAX BANKING CO,Colfax,LA,Bank or Affiliate,178356
549300684I276INJKK63,SOUTHERN HERITAGE BANK,Jonesville,LA,Bank or Affiliate,935559
5493007JVSQYT5Y2V066,GUARANTY B&T OF DELHI LOUISIANA,Delhi,LA,Bank or Affiliate,969255
549300O2UK5FUZXQJO34,UNITED COMMUNITY BANK,Raceland,LA,Bank or Affiliate,90337
549300G8SAGXEDF5FK39,1ST GUARANTY BANK,Hammond,LA,Bank or Affiliate,422433
549300B8JQ9XD5FQQH32,CITIZENS B&T OF VIVIAN LOUISIANA,Vivian,LA,Bank or Affiliate,767554
549300SHK8JZR89HEF81,SOUTH LAFOURCHE B&T,Larose,LA,Bank or Affiliate,135836
254900R51FSMCPO6HB07,THE EVANGELINE B&T,Ville Platte,LA,Bank or Affiliate,372538
549300KNRT5UGNCSXM31,WASHINGTON STATE BANK,Washington,LA,Bank or Affiliate,311939
549300M4E3MK3F5GQW40,THE BANK,Jennings,LA,Bank or Affiliate,2505460
549300QAJ2SD5X8T7X10,SYNERGY BANK,Houma,LA,Bank or Affiliate,2748502
549300PI7Z6DG3QE2087,ST LANDRY B&T,Opelousas,LA,Bank or Affiliate,885430
254900DIGH8B5QJNCC06,PEOPLES B&T OF POINTE COUPEE PARISH,New Roads,LA,Bank or Affiliate,8033
5493006QG55R8V712J33,RED RIVER BANK,Alexandria,LA,Bank or Affiliate,2743244
549300OMHGOGEWTCI138,RESOURCE BANK,Covington,LA,Bank or Affiliate,2716088
54930094EUD08LZEJR51,GIBSLAND B&T,Gibsland,LA,Bank or Affiliate,734350
549300E8WNDXIPI7FA49,AMER B&T,Opelousas,LA,Bank or Affiliate,83834
254900J71IJLMJZJV608,BANK OF ZACHARY,Zachary,LA,Bank or Affiliate,860334
549300OJTK0IPSNDA832,LIBERTY B&T,New Orleans,LA,Bank or Affiliate,283438
549300BWRXVFSDCUUY93,COMMUNITY 1ST BANK,New Iberia,LA,Bank or Affiliate,2775179
549300XV2UKEPAMX9H12,GULF COAST BANK,Abbeville,LA,Bank or Affiliate,459130
549300YBDQ281GX1LB13,FARMERS STATE BANK & TRUST CO,Church Point,LA,Bank or Affiliate,567736
549300NG6J01HLGSZW49,MERCHANTS & FARMERS B&T,Leesville,LA,Bank or Affiliate,136338
5493001P1J1K386Q4G58,SOUTH LOUISIANA BANK,Houma,LA,Bank or Affiliate,616036
549300MZ53GGF2499G54,GUARANTY B&T,New Roads,LA,Bank or Affiliate,289739
254900E9OABDJHASZ507,THE COTTONPORT BANK,Cottonport,LA,Bank or Affiliate,473930
25490029ZGGK0O5HP605,BANK OF ERATH,Erath,LA,Bank or Affiliate,399731
549300M63SGBHKKBOE21,LANDMARK BANK,Clinton,LA,Bank or Affiliate,535034
549300B95782G2DYRD47,LAKESIDE BANK,Lake Charles,LA,Bank or Affiliate,4165907
549300LDX1HCIL448282,BOM BANK,Natchitoches,LA,Bank or Affiliate,684455
549300NO5XZV44V0UV76,VERMILION B&T,Kaplan,LA,Bank or Affiliate,754536
254900XSTAR7AIPG0A39,COMMUNITY BANK OF LOUISIANA,Mansfield,LA,Bank or Affiliate,974754
549300K3SVNVK97FCP36,METAIRIE B&T,Metairie,LA,Bank or Affiliate,55336
549300O0BQZ8YGYRA730,AMER B&T,Covington,LA,Bank or Affiliate,597452
549300J59XY2XA4OSM90,1ST B&T,New Orleans,LA,Bank or Affiliate,1862719
5493001WL16YUSR2TI47,CROSS KEYS BANK,Saint Joseph,LA,Bank or Affiliate,755252
549300DISOL963J03Q15,RAYNE STATE B&T,Rayne,LA,Bank or Affiliate,900034
549300NFO21T5DF35226,CENTURY B&T,Somerville,MA,Bank or Affiliate,377908
549300Q8HL7EWEE0HW14,CAMBRIDGE TRUST CO,Cambridge,MA,Bank or Affiliate,736206
549300EE39SNC5DXTC46,NORTHERN B&T,Woburn,MA,Bank or Affiliate,900306
549300LR1ZETOWYE9Z89,BERKSHIRE BANK,Pittsfield,MA,Bank or Affiliate,473501
5493008ZK5SW6NTWB533,ENTERPRISE B&T,Lowell,MA,Bank or Affiliate,1356768
5493005NXMQ7SP5TOF96,CALVIN B TAYLOR BANKING CO OF BERLIN MARYLAND,Berlin,MD,Bank or Affiliate,39327
549300FRCDZ60TVZUA57,HOWARD BANK,Baltimore,MD,Bank or Affiliate,3282852
549300RPUEZ5IC514S19,HEBRON SVGS BANK,Hebron,MD,Bank or Affiliate,780722
5493002YYAGPQ7L1YS68,MIDDLETOWN VALLEY BANK,Middletown,MD,Bank or Affiliate,41825
549300MPX7PJGFD8HA09,THE QUEENSTOWN BANK OF MARYLAND,Queenstown,MD,Bank or Affiliate,429021
549300MKTQIOL1FBNZ12,FARMERS AND MERCHANTS BANK OF FOWBLESBURG MARYLAND,UPPERCO,MD,Bank or Affiliate,891226
549300VR3QTN4GZYUR03,BAR HARBOR BANK & TRUST,Bar Harbor,ME,Bank or Affiliate,522605
549300PRPWWDL1RI5M21,KATAHDIN TRUST CO,Patten,ME,Bank or Affiliate,327305
2549004O2ZT0HSAP5S70,1ST INDEPENDENCE BANK,Detroit,MI,Bank or Affiliate,254849
254900LUVSH5K254AU10,THE SHELBY STATE BANK,Shelby,MI,Bank or Affiliate,961343
549300X3PFQJ32XJSB27,MBANK,Manistique,MI,Bank or Affiliate,132554
549300PI8J8CV6B53I58,BANK OF ANN ARBOR,Ann Arbor,MI,Bank or Affiliate,2390929
2549006ONI6N95VKB649,SOUTHERN MICHIGAN BANK & TRUST,Coldwater,MI,Bank or Affiliate,822042
RM2F4G3WBQ8R9OKYRH19,MERCANTILE BANK OF MICHIGAN,Grand Rapids,MI,Bank or Affiliate,2608754
549300IFOE4SCP384147,UNIVERSITY BANK,Ann Arbor,MI,Bank or Affiliate,137652
549300FTVK4FVXS1IW37,COMMERCIAL BANK,Alma,MI,Bank or Affiliate,513340
254900VOHINLR793U293,HIGHPOINT COMMUNITY BANK,Hastings,MI,Bank or Affiliate,750341
254900N51OM1EJ4TQZ22,1ST STATE FIN LTD,Saginaw,MI,Bank or Affiliate,3223305
549300M5D5Q2KMDSMP10,MACATAWA BANK,Holland,MI,Bank or Affiliate,2634351
549300JH6IWUYV8WYT95,SIDNEY STATE BANK,Sidney Township,MI,Bank or Affiliate,648345
549300B3O78O3WRVJJ49,LEVEL ONE BANK,Farmington Hills,MI,Bank or Affiliate,3612525
5493008ZGI6EQ8RHPQ04,THE STATE BANK,Fenton,MI,Bank or Affiliate,602048
549300UXY7OP0IC38293,NORTHPOINTE BANK,Grand Rapids,MI,Bank or Affiliate,2737980
5493008P6YO2KM3EO556,THE DART BANK,Mason,MI,Bank or Affiliate,47247
549300KM534EBXZB8F72,EDGEWATER BANK,Saint Joseph,MI,Bank or Affiliate,633677
2549004W2JKWS6P17T44,UNITED BANK OF MICHIGAN,Grand Rapids,MI,Bank or Affiliate,150044
549300AO417FCNJGKM49,1ST STATE B&T,Bayport,MN,Bank or Affiliate,144856
254900KSUTZO899YU680,HOMETOWN BANK,Redwood Falls,MN,Bank or Affiliate,788773
254900X5VVSXLQGRTJ55,COMMUNITY BANK MANKATO,Vernon Center,MN,Bank or Affiliate,835257
549300O21ZSMIFYKF479,BORDER BANK,Greenbush,MN,Bank or Affiliate,977951
2549009GERLEDM651T51,VERMILLION STATE BANK,Vermillion,MN,Bank or Affiliate,208057
549300GWO8DN75PL7X16,SHERBURNE STATE BANK,Becker,MN,Bank or Affiliate,198251
549300URHBBJ2KIQ3616,FORESIGHT BANK,Plainview,MN,Bank or Affiliate,755458
549300SKSQ3IYUXJCH36,ALLIANCE BANK,Lake City,MN,Bank or Affiliate,166652
549300FKWBMLIMGZ7Q40,BRIDGEWATER BANK,Saint Louis Park,MN,Bank or Affiliate,3378773
254900NR9EA98B6A4L55,CITIZENS BANK MINNESOTA,New Ulm,MN,Bank or Affiliate,874050
549300M5DZ6P9KNT7H33,THE BANK OF ELK RIVER,Elk River,MN,Bank or Affiliate,10250
549300H1I95THVU5ZB04,BANKVISTA,Sartell,MN,Bank or Affiliate,2849285
549300WYC8C6REMY4E38,MINNWEST BANK,Redwood Falls,MN,Bank or Affiliate,302656
549300B934MYWT57IX38,LAKE ELMO BANK,Lake Elmo,MN,Bank or Affiliate,1015850
5493007GTTV61V305H74,DRAKE BANK,Saint Paul,MN,Bank or Affiliate,3090833
549300P5P3TETH14UB50,AMER BANK OF THE NORTH,Nashwauk,MN,Bank or Affiliate,716655
549300VJ9DGB4OZNPL63,NORTHVIEW BANK,Sandstone,MN,Bank or Affiliate,16551
5493001DKNDZW3UIWI38,CORNERSTONE STATE BANK,Montgomery,MN,Bank or Affiliate,914853
254900WRP19TBSQG0Z89,MIDWEST BANK,Detroit Lakes,MN,Bank or Affiliate,806958
549300YCO0GXEXFH4J39,ROUNDBANK,Waseca,MN,Bank or Affiliate,836852
549300S46DHLT3EQ9F05,CITIZENS ALLIANCE BANK,Clara City,MN,Bank or Affiliate,279954
549300ZBB5XXXOWVNS92,DEERWOOD BANK,Waite Park,MN,Bank or Affiliate,314257
549300SCFU7K14E0J331,LAKE AREA BANK,Lindstrom,MN,Bank or Affiliate,987053
5493007MKQH8XXY5FT89,1ST STATE BANK OF SAUK CENTRE,Sauk Centre,MN,Bank or Affiliate,769156
5493009L8OBHJQW5DQ13,SENTRY BANK,Saint Joseph,MN,Bank or Affiliate,746157
549300Q8R70WLHGFLX73,PEOPLE'S BANK OF SENECA,Seneca,MO,Bank or Affiliate,2396592
5493007TX73PE04VDT88,THE SEYMOUR BANK,Seymour,MO,Bank or Affiliate,428855
1TMVIO1SD0RLIPEIW803,GREAT SOUTHERN BANK,Reeds Spring,MO,Bank or Affiliate,572374
549300DFV63SJPNIII97,HOMEBANK,Palmyra,MO,Bank or Affiliate,697156
549300WB1KDYDW5IRX09,FORTUNEBANK,Arnold,MO,Bank or Affiliate,3384372
549300M30GL2Z6BZD736,GUARANTY BANK,Springfield,MO,Bank or Affiliate,131173
254900UEAUWHP0CJXA09,UNICO BANK,Mineral Point,MO,Bank or Affiliate,975153
254900KRDEAJ7MYWD034,BLOOMSDALE BANK,Bloomsdale,MO,Bank or Affiliate,820842
5493008WWKO0RD22RN65,UNITED BANK OF UNION,Union,MO,Bank or Affiliate,562058
54930058F1PNDGW35714,FARMERS STATE BANK,Cameron,MO,Bank or Affiliate,757452
54930023DLYUOD6GKQ42,HAWTHORN BANK,Jefferson City,MO,Bank or Affiliate,508346
549300DHRESF8KLNP162,SOUTHWEST MISSOURI BANK,Carthage,MO,Bank or Affiliate,760854
549300BI43WZOK3XF350,BANK OF FRANKLIN COUNTY,Washington,MO,Bank or Affiliate,2913702
549300JE6M4A1G4LPS75,THE BANK OF MISSOURI,Perryville,MO,Bank or Affiliate,330855
549300C1ICNCM0V37Y02,1ST STATE BANK OF ST CHARLES MISSOURI,St. Charles,MO,Bank or Affiliate,345756
549300AFD1IR7H2CES48,THE NODAWAY VALLEY BANK,Maryville,MO,Bank or Affiliate,770657
549300F04B6FGYBJY412,1ST STATE COMMUNITY BANK,Farmington,MO,Bank or Affiliate,707354
5493003IRCQIQ6T3QS04,1ST MIDWEST BANK OF DEXTER,Dexter,MO,Bank or Affiliate,770853
54930023OB56DYOL3G92,CITIZENS BANK OF AMSTERDAM,Butler,MO,Bank or Affiliate,97457
549300MU6FQRPD7FPQ11,WOOD & HUSTON BANK,Marshall,MO,Bank or Affiliate,671558
549300TAWK59H74PXZ55,PEOPLES COMMUNITY BANK,Greenville,MO,Bank or Affiliate,784159
549300MOKX1F2TX1WK17,CITIZENS BANK,New Haven,MO,Bank or Affiliate,1001853
25490000VM5YTLF4NM50,FOCUS BANK,Charleston,MO,Bank or Affiliate,498148
254900ARBVNKXMFFP204,HOMEPRIDE BANK,Mansfield,MO,Bank or Affiliate,747051
5493001IZBTDOCW8MX74,FARMERS AND MERCHANTS BANK OF ST CLAIR,Saint Clair,MO,Bank or Affiliate,266851
549300DOV2RLYPY10B52,MID AMERICA BANK,Jefferson City,MO,Bank or Affiliate,873259
254900OI3V8V16I60I06,KEARNEY TRUST CO,Kearney,MO,Bank or Affiliate,814551
2549007RR4DXYXPJCZ82,FREEDOM BANK OF SOUTHERN MISSOURI,Cassville,MO,Bank or Affiliate,2835103
2549006YTBW0GRVA9N57,PEOPLE'S SVGS BANK OF RHINELAND,Rhineland,MO,Bank or Affiliate,242257
54930044G6TGPFFTFM49,BANK OF WASHINGTON,Washington,MO,Bank or Affiliate,565750
549300Y61M2X3WRROA86,BANK OF WESTON,Weston,MO,Bank or Affiliate,393355
549300MK77IBUMJBI791,SULLIVAN BANK,Sullivan,MO,Bank or Affiliate,436953
549300YMEOE50UQ6NM87,AMER BANK OF MISSOURI,Wellsville,MO,Bank or Affiliate,568359
254900NAWIBILTM7ZJ36,THE MARIES COUNTY BANK,Vienna,MO,Bank or Affiliate,441359
254900PKDTFIJ2XB1675,THE BANK OF OLD MONROE,Old Monroe,MO,Bank or Affiliate,880855
